,restaurant_name,retaurant_address,restaurant_zipcode,restaurant_reviewcount,restaurant_rating,restaurant_neighobrhood,Hygiene_score,price_range,Liked by Vegetarians,Takes Reservations,Delivery,Take-out,Accepts Credit Cards,Accepts Bitcoin,Parking,Bike Parking,Wheelchair Accessible,Good for Kids,Good for Groups,Attire,Noise Level,Alcohol,Happy Hour,Outdoor Seating,Wi-Fi,Has TV,Dogs Allowed,Waiter Service,Caters,Category,Has Soy-free Options,Has Dairy-free Options,Liked by Vegans,Has Gluten-free Options,Good For,Ambience,Gender Neutral Restrooms
113,Joe’s Ginger,25 Pell St,10013,497,3.0,"Chinatown, Civic Center",A,$11-30,NA,No,No,Yes,No,NA,Street,No,NA,Yes,Yes,Casual,Average,Beer & Wine Only,NA,No,No,No,NA,Yes,No,Chinese; ,NA,NA,NA,NA,"Lunch, Dinner",Casual,Yes
114,Antique Garage Tribeca,313 Church St,10013,70,4.5,TriBeCa,A,$31-60,NA,Yes,No,Yes,Yes,NA,NA,Yes,No,Yes,Yes,Casual,Average,Full Bar,No,Yes,Free,No,NA,Yes,No,Mediterranean; Greek; Turkish; ,NA,NA,NA,NA,Dessert,"Intimate, Classy",NA
115,The Eddy,342 E 6th St,10003,352,4.5,East Village,A,$31-60,NA,Yes,No,No,Yes,NA,Street,Yes,NA,No,No,Casual,Average,Full Bar,No,No,No,No,NA,Yes,No,American (New); Cocktail Bars; Wine Bars; ,NA,NA,NA,NA,Dinner,Intimate,Yes
116,Brindle Room,277 E 10th St,10009,938,4.0,"East Village, Alphabet City",B,$11-30,NA,Yes,Yes,Yes,Yes,No,Street,Yes,NA,No,Yes,Casual,Average,Beer & Wine Only,NA,No,Free,Yes,NA,NA,Yes,American (New); Bars; Breakfast & Brunch; ,NA,NA,NA,NA,Dinner,"Casual, Intimate",Yes
117,Thursday Kitchen,424 E 9th St,10009,1049,4.5,"East Village, Alphabet City",A,$11-30,Yes,No,No,No,Yes,No,Street,No,No,No,Yes,Casual,Average,Beer & Wine Only,No,No,No,No,No,Yes,No,Korean; American (New); Tapas/Small Plates; ,NA,NA,NA,NA,Dinner,"Casual, Trendy",Yes
118,FERNS,166 1st Ave,10009,48,4.5,East Village,NA,$11-30,Yes,Yes,No,Yes,Yes,NA,NA,NA,Yes,No,Yes,NA,NA,Full Bar,Yes,No,No,No,NA,Yes,NA,Bars; American (Traditional); Breakfast & Brunch; ,Yes,Yes,Yes,Yes,NA,NA,Yes
119,Virginia’s,647 E 11th St,10009,151,4.0,"Alphabet City, East Village",A,$31-60,NA,Yes,Yes,Yes,Yes,No,"Garage, Street",Yes,No,No,Yes,Casual,Average,Full Bar,NA,No,Free,No,No,Yes,Yes,American (New); ,NA,NA,NA,NA,Dinner,Intimate,Yes
120,Bowery Road,132 4th Ave,10003,137,4.5,"Union Square, Greenwich Village, East Village",A,$31-60,Yes,Yes,No,Yes,Yes,NA,Street,No,Yes,No,Yes,Casual,Average,Full Bar,Yes,Yes,Free,No,NA,Yes,Yes,American (New); ,NA,NA,NA,NA,"Lunch, Dinner",Classy,Yes
121,Savor Por Favor,157 2nd Ave,10003,28,4.5,East Village,NA,NA,NA,Yes,No,No,Yes,No,Street,No,Yes,NA,NA,NA,NA,Full Bar,Yes,No,No,Yes,No,Yes,NA,Mexican; Cocktail Bars; American (New); ,NA,NA,NA,NA,NA,NA,NA
122,Cooper’s Craft & Kitchen,87 2nd Ave,10003,401,4.0,East Village,A,$11-30,NA,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,No,Yes,Casual,Average,Full Bar,NA,No,Free,Yes,NA,NA,No,Gastropubs; American (Traditional); ,NA,NA,NA,NA,"Dinner, Late Night",Casual,NA
123,5C Cafe,68 Ave C,10009,19,5.0,"Alphabet City, East Village",A,Under $10,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,Yes,Yes,Casual,Average,Beer & Wine Only,Yes,No,Free,Yes,NA,Yes,Yes,Cafes; American (New); Seafood; ,Yes,Yes,Yes,Yes,NA,NA,Yes
124,Hearth,403 E 12th St,10009,662,4.0,East Village,A,$31-60,Yes,Yes,Yes,No,Yes,No,Street,Yes,NA,No,Yes,Casual,Average,Full Bar,NA,Yes,No,No,NA,NA,No,American (New); Italian; Breakfast & Brunch; ,NA,NA,Yes,NA,Dinner,NA,Yes
125,Sister Jane NYC,349 E 13th St,10003,36,4.5,East Village,B,$11-30,NA,Yes,No,Yes,Yes,NA,Street,Yes,Yes,No,Yes,Casual,Average,Full Bar,No,No,Free,Yes,NA,Yes,No,American (Traditional); Cocktail Bars; ,NA,NA,NA,NA,NA,Casual,Yes
126,Upstate,95 1st Ave,10003,1617,4.5,East Village,A,$11-30,NA,Yes,No,No,Yes,NA,Street,Yes,NA,No,No,Casual,Average,Beer & Wine Only,Yes,No,No,No,NA,NA,No,Seafood; Wine Bars; Beer Bar; ,NA,NA,NA,NA,Dinner,Casual,Yes
127,Tuome,536 E 5th St,10009,358,4.5,"East Village, Alphabet City",A,$31-60,Yes,Yes,No,No,Yes,NA,Street,Yes,NA,No,No,Casual,Average,Beer & Wine Only,NA,No,No,No,NA,Yes,No,American (New); Chinese; ,NA,NA,NA,NA,Dinner,Intimate,NA
128,East Village Tavern,158 Avenue C,10009,18,5.0,"Alphabet City, East Village",NA,NA,Yes,Yes,Yes,Yes,Yes,No,Street,Yes,No,Yes,No,NA,NA,Full Bar,Yes,No,Free,Yes,No,No,Yes,Gastropubs; Burgers; Sports Bars; ,NA,Yes,Yes,Yes,NA,NA,Yes
129,Narcissa,25 Cooper Sq,10003,466,4.0,East Village,NA,$31-60,Yes,Yes,No,No,Yes,NA,Valet,Yes,Yes,No,Yes,Casual,Average,Full Bar,NA,Yes,No,No,No,Yes,No,American (New); ,NA,NA,Yes,NA,Dinner,Trendy,Yes
130,Haile Bistro,182 Ave B,10009,172,4.0,"East Village, Alphabet City",A,$11-30,Yes,Yes,Yes,Yes,Yes,NA,Street,Yes,NA,No,Yes,Casual,Quiet,Beer & Wine Only,NA,No,No,No,NA,Yes,Yes,Ethiopian; Bars; ,NA,NA,NA,NA,Dinner,Casual,Yes
131,The Smith,55 3rd Ave,10003,1822,3.5,East Village,A,$11-30,Yes,Yes,Yes,Yes,Yes,No,Street,Yes,NA,No,Yes,Casual,Loud,Full Bar,Yes,No,Free,No,NA,NA,Yes,American (New); Breakfast & Brunch; Cocktail Bars; ,NA,NA,NA,NA,"Brunch, Dinner",Trendy,Yes
132,PMF Pardon My French,103 Ave B,10009,797,4.0,"Alphabet City, East Village",B,$11-30,Yes,Yes,No,Yes,Yes,NA,Street,Yes,Yes,No,Yes,Casual,Average,Full Bar,Yes,Yes,Free,Yes,No,Yes,Yes,French; Cocktail Bars; Breakfast & Brunch; ,NA,NA,NA,NA,Brunch,Casual,Yes
