,Accepts Bitcoin,Accepts Credit Cards,Alcohol,Ambience,Attire,Bike Parking,Category,Caters,Delivery,Dogs Allowed,Gender Neutral Restrooms,Good For,Good for Groups,Good for Kids,Happy Hour,Has Dairy-free Options,Has Gluten-free Options,Has Soy-free Options,Has TV,Hygiene_score,Liked by Vegans,Liked by Vegetarians,Noise Level,Outdoor Seating,Parking,Take-out,Takes Reservations,Waiter Service,Wheelchair Accessible,Wi-Fi,price_range,restaurant_name,restaurant_neighobrhood,restaurant_rating,restaurant_reviewcount,restaurant_zipcode,retaurant_address
615,No,Yes,No,NA,NA,Yes,Chinese; Noodles; ,Yes,Yes,No,Yes,NA,NA,NA,No,Yes,NA,NA,No,NA,NA,Yes,NA,No,Street,Yes,Yes,Yes,Yes,No,NA,Dun Huang -  Grand Central,"Murray Hill, Midtown East",4.0,8,10016,320 Lexington Ave
616,No,Yes,Beer & Wine Only,Casual,Casual,No,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,Hunan Manor,"Murray Hill, Midtown East",3.5,269,10016,339 Lexington Ave
617,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,NA,Yes,Yes,NA,No,A,Yes,Yes,Average,Yes,Street,Yes,Yes,Yes,NA,No,$11-30,Café China,Midtown East,4.0,1250,10016,13 E 37th St
618,NA,Yes,Full Bar,"Casual, Trendy",Casual,Yes,Shanghainese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,C,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Little Alley,"Murray Hill, Midtown East",4.0,240,10016,550 3rd Ave
619,No,Yes,No,"Casual, Trendy",Casual,No,Shanghainese; Noodles; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,No,Yes,No,$11-30,Yaso Tangbao,"Midtown East, Murray Hill",4.0,195,10017,220 E 42nd St
620,No,Yes,Beer & Wine Only,Casual,Casual,No,Szechuan; Seafood; Soup; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Zest Szechuan,Midtown West,3.5,428,10018,45 W 39th St
621,No,Yes,No,Casual,Casual,No,Chinese; Burgers; Noodles; ,No,No,No,NA,Lunch,No,No,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,No,NA,No,Under $10,Xi’an Famous Foods,Midtown West,4.0,1430,10036,24 W 45th St
622,No,Yes,Beer & Wine Only,Casual,Casual,No,Chinese; Noodles; Burgers; ,No,No,No,Yes,"Lunch, Dinner",No,Yes,No,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,No,Yes,No,Under $10,Xi’an Famous Foods,Midtown East,4.0,607,10016,14 E 34th St
623,NA,NA,NA,NA,NA,NA,Chinese; Indian; Seafood; ,NA,Yes,NA,NA,NA,Yes,NA,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Yes,Yes,NA,NA,NA,NA,Tangra,"Kips Bay, Flatiron",3.5,26,10016,103 Lexington Ave
624,NA,Yes,Full Bar,Casual,Casual,Yes,Indian; Chinese; Salad; ,Yes,Yes,NA,Yes,Dinner,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,NA,Free,$11-30,Spice Symphony,Midtown East,4.0,521,10016,182 Lexington Ave
625,No,Yes,Beer & Wine Only,Classy,Casual,Yes,Chinese; Tea Rooms; Venues & Event Spaces; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Quiet,No,Street,Yes,Yes,NA,NA,No,$11-30,Radiance,Midtown East,4.0,147,10022,208 E 50th St2nd & 3rd Ave
626,NA,Yes,Beer & Wine Only,"Casual, Classy",Casual,No,Shanghainese; Dim Sum; Szechuan; ,Yes,Yes,No,NA,"Brunch, Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,Yes,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,NA,Free,$11-30,Jasmine Restaurant,Midtown East,4.0,181,10017,216 E 49th St
627,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,No,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,B,NA,Yes,Average,No,Street,Yes,Yes,Yes,NA,No,$11-30,Wu Liang Ye,Midtown West,3.5,471,10036,36 W 48th St
628,No,Yes,Full Bar,"Casual, Intimate, Classy",Casual,No,Chinese; Indian; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Brunch, Lunch, Dinner, Dessert",Yes,Yes,Yes,Yes,Yes,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Spice Symphony,Midtown East,4.5,291,10022,150 E 50th St
629,NA,Yes,No,Casual,Casual,No,Szechuan; Dim Sum; Asian Fusion; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,Yes,B,NA,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Savour Sichuan,Midtown West,3.5,177,10018,108 W 39th St
630,No,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,C,NA,NA,Average,No,"Garage, Street",Yes,Yes,NA,NA,Free,$11-30,Evergreen On 38,Midtown East,3.5,211,10016,10 E 38th St
631,No,Yes,Full Bar,NA,Casual,No,Asian Fusion; Sushi Bars; ,Yes,Yes,NA,NA,"Dinner, Dessert",Yes,Yes,Yes,NA,NA,NA,Yes,A,NA,Yes,Average,No,"Garage, Street",Yes,Yes,Yes,Yes,No,$11-30,Sachi Asian Bistro,"Murray Hill, Midtown East",4.0,177,10016,713 2nd Ave
632,NA,Yes,Beer & Wine Only,Casual,Casual,No,Szechuan; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,C,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,La Vie en Szechuan,Midtown East,3.5,399,10016,14 E 33rd St
633,NA,Yes,No,Casual,Casual,Yes,Chinese; ,No,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,Under $10,Hop Won Restaurant,Midtown East,3.0,137,10017,139 E 45th St
634,NA,Yes,Full Bar,Casual,Casual,No,Chinese; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,Yes,NA,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Lan Sheng Restaurant,Midtown West,3.5,84,10018,128 W 36th St
635,No,Yes,No,Casual,Casual,Yes,Pan Asian; ,Yes,No,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,Yes,"Garage, Street",Yes,No,No,Yes,No,Under $10,Zhà Pan Asian,"Koreatown, Midtown West",4.5,18,10001,33RD St And Broadway
636,No,Yes,No,NA,NA,No,Noodles; Dim Sum; Fast Food; ,Yes,Yes,No,NA,NA,Yes,No,NA,NA,NA,NA,No,NA,NA,NA,NA,No,Street,Yes,Yes,No,Yes,Free,NA,Hong Kong Food Town,Midtown West,3.5,14,10036,48 W 48TH StSte 1
637,No,Yes,No,NA,Casual,No,Chinese; Seafood; Soup; ,Yes,Yes,No,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,No,No,No,Under $10,Profit Chinese Restaurant II,"Murray Hill, Midtown East",3.0,24,10016,643 2nd Ave
638,NA,Yes,Full Bar,Casual,NA,NA,Chinese; ,NA,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,No,NA,Yes,Yes,NA,No,NA,Yes,Yes,NA,NA,No,$11-30,Málà Project,Midtown West,3.5,124,10036,41 W 46th St
639,NA,Yes,No,Casual,Casual,No,Chinese; Noodles; Soup; ,No,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,B,NA,NA,Quiet,No,Street,Yes,No,No,No,No,Under $10,Burp Bowl Cafe,"Kips Bay, Flatiron",4.0,173,10010,134 E 27th St
640,No,Yes,Full Bar,NA,Casual,No,Chinese; ,Yes,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,No,B,NA,NA,Average,No,"Garage, Street",Yes,Yes,NA,NA,No,$31-60,Peking Duck House,Midtown East,3.5,381,10022,236 E 53rd St
641,NA,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,B,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Mapo Tofu,"Murray Hill, Midtown East",3.5,287,10016,338 Lexington Ave
642,NA,Yes,NA,NA,NA,NA,Noodles; Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,$11-30,Little Tong Noodle Shop,Midtown East,4.5,27,10022,235 E 53rd St
643,No,Yes,No,NA,Casual,Yes,Chinese; ,Yes,Yes,No,NA,Lunch,No,No,NA,NA,NA,NA,No,A,NA,NA,NA,No,Street,Yes,No,No,No,No,Under $10,Auntie Guan’s Kitchen,Kips Bay,3.5,122,10011,219 E 23rd St
644,No,Yes,Beer & Wine Only,Classy,Casual,Yes,Chinese; Tea Rooms; Venues & Event Spaces; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Quiet,No,Street,Yes,Yes,NA,NA,No,$11-30,Radiance,Midtown East,4.0,147,10022,208 E 50th St2nd & 3rd Ave
645,NA,Yes,Beer & Wine Only,"Casual, Classy",Casual,No,Shanghainese; Dim Sum; Szechuan; ,Yes,Yes,No,NA,"Brunch, Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,Yes,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,NA,Free,$11-30,Jasmine Restaurant,Midtown East,4.0,181,10017,216 E 49th St
646,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,No,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,B,NA,Yes,Average,No,Street,Yes,Yes,Yes,NA,No,$11-30,Wu Liang Ye,Midtown West,3.5,471,10036,36 W 48th St
647,No,Yes,Full Bar,"Casual, Intimate, Classy",Casual,No,Chinese; Indian; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Brunch, Lunch, Dinner, Dessert",Yes,Yes,Yes,Yes,Yes,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Spice Symphony,Midtown East,4.5,291,10022,150 E 50th St
648,NA,Yes,No,Casual,Casual,No,Szechuan; Dim Sum; Asian Fusion; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,Yes,B,NA,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Savour Sichuan,Midtown West,3.5,177,10018,108 W 39th St
649,No,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,C,NA,NA,Average,No,"Garage, Street",Yes,Yes,NA,NA,Free,$11-30,Evergreen On 38,Midtown East,3.5,211,10016,10 E 38th St
650,No,Yes,Full Bar,NA,Casual,No,Asian Fusion; Sushi Bars; ,Yes,Yes,NA,NA,"Dinner, Dessert",Yes,Yes,Yes,NA,NA,NA,Yes,A,NA,Yes,Average,No,"Garage, Street",Yes,Yes,Yes,Yes,No,$11-30,Sachi Asian Bistro,"Murray Hill, Midtown East",4.0,177,10016,713 2nd Ave
651,NA,Yes,Beer & Wine Only,Casual,Casual,No,Szechuan; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,C,NA,NA,Average,No,Street,Yes,Yes,NA,NA,Free,$11-30,La Vie en Szechuan,Midtown East,3.5,399,10016,14 E 33rd St
652,NA,Yes,No,Casual,Casual,Yes,Chinese; ,No,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Loud,No,Street,Yes,No,NA,NA,No,Under $10,Hop Won Restaurant,Midtown East,3.0,137,10017,139 E 45th St
653,NA,Yes,Full Bar,Casual,Casual,No,Chinese; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,Yes,NA,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Lan Sheng Restaurant,Midtown West,3.5,84,10018,128 W 36th St
654,No,Yes,No,Casual,Casual,Yes,Pan Asian; ,Yes,No,Yes,NA,NA,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,Yes,"Garage, Street",Yes,No,No,Yes,No,Under $10,Zhà Pan Asian,"Koreatown, Midtown West",4.5,18,10001,33RD St And Broadway
655,No,Yes,No,NA,NA,No,Noodles; Dim Sum; Fast Food; ,Yes,Yes,No,NA,NA,Yes,No,NA,NA,NA,NA,No,NA,NA,NA,NA,No,Street,Yes,Yes,No,Yes,Free,NA,Hong Kong Food Town,Midtown West,3.5,14,10036,48 W 48TH StSte 1
656,No,Yes,No,NA,Casual,No,Chinese; Seafood; Soup; ,Yes,Yes,No,NA,NA,Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,No,No,No,Under $10,Profit Chinese Restaurant II,"Murray Hill, Midtown East",3.0,24,10016,643 2nd Ave
657,NA,Yes,Full Bar,Casual,NA,NA,Chinese; ,NA,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,No,NA,Yes,Yes,NA,No,NA,Yes,Yes,NA,NA,No,$11-30,Málà Project,Midtown West,3.5,124,10036,41 W 46th St
658,NA,Yes,No,Casual,Casual,No,Chinese; Noodles; Soup; ,No,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,B,NA,NA,Quiet,No,Street,Yes,No,No,No,No,Under $10,Burp Bowl Cafe,"Kips Bay, Flatiron",4.0,173,10010,134 E 27th St
659,No,Yes,Full Bar,NA,Casual,No,Chinese; ,Yes,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,No,B,NA,NA,Average,No,"Garage, Street",Yes,Yes,NA,NA,No,$31-60,Peking Duck House,Midtown East,3.5,381,10022,236 E 53rd St
660,NA,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,B,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Mapo Tofu,"Murray Hill, Midtown East",3.5,287,10016,338 Lexington Ave
661,NA,Yes,NA,NA,NA,NA,Noodles; Chinese; ,NA,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,NA,NA,NA,NA,Yes,No,NA,NA,NA,$11-30,Little Tong Noodle Shop,Midtown East,4.5,27,10022,235 E 53rd St
662,No,Yes,No,NA,Casual,Yes,Chinese; ,Yes,Yes,No,NA,Lunch,No,No,NA,NA,NA,NA,No,A,NA,NA,NA,No,Street,Yes,No,No,No,No,Under $10,Auntie Guan’s Kitchen,Kips Bay,3.5,122,10011,219 E 23rd St
663,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Seafood; ,Yes,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,NA,NA,No,$11-30,Home’s Kitchen Chinese Restaurant,Flatiron,3.5,172,10010,22 E 21st St
664,NA,Yes,No,Casual,Casual,Yes,Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,NA,Yes,No,Under $10,East Palace,Midtown East,3.0,78,10017,819 2nd Ave
665,No,Yes,No,"Casual, Trendy",Casual,Yes,Noodles; Salad; Vegetarian; ,Yes,Yes,No,NA,Lunch,No,No,NA,NA,NA,NA,No,A,Yes,Yes,Loud,No,Street,Yes,No,No,Yes,Free,$11-30,minigrow,"Midtown East, Murray Hill",4.0,81,10017,285 Madison Ave
666,NA,Yes,Full Bar,Casual,Casual,Yes,Korean; Chinese; Asian Fusion; ,No,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,NA,NA,No,$11-30,Shanghai Mong,"Koreatown, Midtown West",3.0,460,10001,30 W 32nd St
667,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,Yes,Yes,NA,Yes,A,Yes,Yes,Average,Yes,Street,Yes,Yes,Yes,NA,Free,$11-30,Hot Kitchen,Midtown East,3.5,159,10022,251 E 53rd St
668,NA,Yes,Full Bar,"Casual, Trendy, Intimate",Casual,Yes,Chinese; Indian; ,Yes,Yes,No,Yes,Dinner,Yes,Yes,No,NA,NA,NA,No,NA,Yes,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,The Chinese Club NYC - Desiwala Chinese,Flatiron,3.5,78,10016,102 Lexington Ave
669,No,Yes,Full Bar,"Trendy, Romantic, Upscale",Dressy,No,Chinese; ,No,No,No,Yes,Dinner,Yes,No,NA,NA,NA,NA,No,A,Yes,NA,Average,Yes,"Garage, Street",Yes,Yes,Yes,Yes,Free,Above $61,DaDong New York,"Theater District, Midtown West",3.0,460,10036,3 Bryant Park
670,NA,Yes,No,NA,Casual,No,Chinese; Japanese; ,NA,Yes,NA,NA,Lunch,Yes,Yes,NA,NA,NA,NA,No,NA,NA,NA,Average,No,NA,Yes,Yes,NA,NA,NA,Under $10,Hong Kong Chinese Restaurant,Midtown East,3.5,32,10016,174 Lexington Ave
671,NA,Yes,No,Casual,Casual,Yes,Chinese; ,No,Yes,NA,NA,"Lunch, Dinner",No,No,NA,NA,NA,NA,No,A,NA,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Six Happiness,"Murray Hill, Midtown East",2.5,102,10016,711 2nd Ave
672,NA,Yes,Full Bar,Casual,Casual,Yes,Chinese; Korean; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,C,NA,Yes,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Dong Chun Hong,"Koreatown, Midtown West",3.5,283,10001,312 5th Ave
673,NA,Yes,Full Bar,NA,NA,No,Bars; Szechuan; Dim Sum; ,Yes,Yes,No,NA,NA,NA,NA,No,NA,NA,NA,Yes,NA,NA,NA,NA,No,NA,Yes,Yes,Yes,Yes,Free,NA,Hui Restaurant & Bar,Upper East Side,4.0,37,10021,314 E 70th StFL 1
674,No,Yes,Beer & Wine Only,Casual,Casual,No,Chinese; Noodles; Burgers; ,No,No,No,Yes,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,No,Yes,No,Under $10,Xi’an Famous Foods,"Upper East Side, Yorkville",4.0,428,10075,328 E 78th St
675,NA,Yes,No,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,NA,NA,No,Yes,NA,NA,NA,NA,No,A,NA,Yes,Quiet,No,Street,Yes,No,NA,NA,No,Under $10,Shanghai,Upper East Side,4.0,76,10021,1388 2nd Ave
676,NA,Yes,Full Bar,"Casual, Trendy, Intimate, Classy",Casual,Yes,Shanghainese; Dim Sum; Szechuan; ,Yes,Yes,No,Yes,"Brunch, Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,A,Yes,Yes,Quiet,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Tri Dim Shanghai,"Upper East Side, Yorkville",4.0,228,10075,1378 3rd Ave
677,NA,Yes,Full Bar,Casual,Casual,Yes,Barbeque; Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,Yes,Yes,NA,No,$11-30,Pig Heaven,"Upper East Side, Yorkville",4.0,236,10028,1420 3rd Ave
678,NA,No,No,NA,Casual,Yes,Chinese; ,No,Yes,NA,NA,"Lunch, Dinner, Late Night",No,No,NA,NA,NA,NA,No,A,NA,NA,Loud,No,NA,Yes,No,No,NA,No,Under $10,China 1 Kitchen,Roosevelt Island,2.5,53,10044,609 Main St
679,No,Yes,No,NA,NA,Yes,Chinese; Noodles; ,Yes,Yes,No,Yes,NA,NA,NA,No,Yes,NA,NA,No,NA,NA,Yes,NA,No,Street,Yes,Yes,Yes,Yes,No,NA,Dun Huang -  Grand Central,"Murray Hill, Midtown East",4.0,8,10016,320 Lexington Ave
680,No,Yes,Beer & Wine Only,Classy,Casual,Yes,Chinese; Tea Rooms; Venues & Event Spaces; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Quiet,No,Street,Yes,Yes,NA,NA,No,$11-30,Radiance,Midtown East,4.0,147,10022,208 E 50th St2nd & 3rd Ave
681,NA,Yes,No,Divey,Casual,No,Chinese; ,Yes,Yes,NA,NA,"Lunch, Dinner",No,Yes,NA,NA,NA,NA,No,A,Yes,NA,Average,No,NA,Yes,No,NA,NA,No,Under $10,Friendly Restaurant,Long Island City,3.5,56,11101,1205 40th Ave
682,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Noodles; Ramen; ,No,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,Yes,No,No,$11-30,Peng’s Noodle Folk,"Yorkville, Upper East Side",4.5,322,10028,1659 1st Ave
683,NA,Yes,NA,NA,NA,NA,Chinese; Food Trucks; Creperies; ,NA,No,Yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,Corgi Delight,Long Island City,5.0,1,11101,4405 Hunter St
684,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Japanese; Chinese; Thai; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,Yes,NA,NA,No,$11-30,Ahana,Upper East Side,4.0,133,10065,1154 1st Ave
685,NA,Yes,Beer & Wine Only,"Casual, Classy",Casual,No,Shanghainese; Dim Sum; Szechuan; ,Yes,Yes,No,NA,"Brunch, Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,Yes,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,NA,Free,$11-30,Jasmine Restaurant,Midtown East,4.0,181,10017,216 E 49th St
686,NA,Yes,Full Bar,Casual,Casual,Yes,Shanghainese; ,No,Yes,No,NA,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,A,NA,Yes,Average,No,Street,Yes,No,Yes,NA,No,$11-30,Joe’s Shanghai,Midtown West,3.5,1358,10019,24 W 56th St
687,NA,Yes,Full Bar,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,NA,No,$11-30,Land of Plenty,Midtown East,3.5,281,10022,204E 58th St
688,NA,No,No,Casual,Casual,Yes,Chinese; Halal; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,No,Yes,NA,No,Under $10,Fatima’s Halal Kitchen,Astoria,4.0,337,11106,25-25 Broadway
689,No,Yes,Full Bar,"Casual, Intimate, Classy",Casual,No,Chinese; Indian; Breakfast & Brunch; ,Yes,Yes,No,Yes,"Brunch, Lunch, Dinner, Dessert",Yes,Yes,Yes,Yes,Yes,NA,No,A,Yes,Yes,Average,No,Street,Yes,Yes,Yes,Yes,Free,$11-30,Spice Symphony,Midtown East,4.5,291,10022,150 E 50th St
690,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,Yes,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,No,Free,$11-30,Han Dynasty,Upper West Side,4.0,481,10024,215 W 85th St
691,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; ,Yes,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,No,NA,NA,NA,No,A,NA,NA,Average,No,Street,Yes,No,Yes,Yes,No,$11-30,China Xiang,"Midtown West, Hell's Kitchen, Theater District",4.0,339,10036,360 W 42nd Street
692,No,Yes,No,Casual,Casual,No,Chinese; Burgers; Noodles; ,No,No,No,NA,Lunch,No,No,NA,NA,NA,NA,No,A,Yes,Yes,Average,No,Street,Yes,No,No,NA,No,Under $10,Xi’an Famous Foods,Midtown West,4.0,1430,10036,24 W 45th St
693,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Chinese; Japanese; ,Yes,Yes,NA,NA,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,No,A,NA,NA,Quiet,No,Street,Yes,Yes,NA,NA,No,$11-30,Hunan Delight,"Upper East Side, Yorkville",3.5,169,10075,1467 York Ave
694,NA,Yes,Full Bar,NA,Casual,Yes,Chinese; ,NA,Yes,NA,NA,Dinner,Yes,Yes,NA,NA,NA,NA,No,A,NA,Yes,Average,No,NA,Yes,Yes,Yes,NA,Free,$11-30,China Jade,"Yorkville, Upper East Side",3.5,98,10028,1643 2nd Ave
695,NA,Yes,Full Bar,Casual,Casual,Yes,Szechuan; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,NA,Yes,Yes,NA,No,A,Yes,Yes,Average,Yes,Street,Yes,Yes,Yes,NA,No,$11-30,Café China,Midtown East,4.0,1250,10016,13 E 37th St
696,No,Yes,Full Bar,NA,Casual,NA,Szechuan; ,Yes,Yes,No,NA,NA,Yes,Yes,Yes,Yes,Yes,NA,No,NA,Yes,Yes,Average,No,Street,Yes,Yes,Yes,No,No,NA,Chengdu House,Chelsea,3.5,20,10011,88 7th Ave
697,No,Yes,Full Bar,Casual,Casual,No,Dim Sum; Cantonese; ,No,Yes,No,Yes,"Brunch, Lunch, Dinner",Yes,Yes,Yes,NA,NA,NA,Yes,A,Yes,Yes,Average,No,NA,Yes,No,Yes,No,No,$11-30,Dim Sum Palace,"Midtown West, Theater District, Hell's Kitchen",4.0,861,10036,334 W 46th St
698,NA,Yes,Beer & Wine Only,Casual,Casual,Yes,Szechuan; ,No,Yes,NA,Yes,"Lunch, Dinner",Yes,Yes,NA,NA,NA,NA,Yes,A,NA,NA,Average,No,Street,Yes,Yes,NA,NA,No,$11-30,Grand Sichuan Eastern,Midtown East,3.5,232,10022,1049 2nd Ave
699,No,Yes,Beer & Wine Only,Casual,Casual,No,Szechuan; Seafood; Soup; ,Yes,Yes,No,Yes,"Lunch, Dinner",Yes,Yes,NA,Yes,NA,NA,Yes,A,NA,Yes,Average,No,Street,Yes,Yes,Yes,Yes,No,$11-30,Zest Szechuan,Midtown West,3.5,428,10018,45 W 39th St
